,index,description,category,civic_issue
6389,6390,I saw this leakage near my apartment. I immediately called my apartment's President.,Sewage,1
6390,6391,It causes infection and affect us and make us sick,Waste/Garbage,1
6391,6392,I had called the maintenance team several times but the never cared. I wanted to complain about this to BBMP,Sewage,1
6392,6393,People are throwing plastic and waste into this garbage,Waste/Garbage,1
6393,6394,People are throwing the plastic and waste into the garbage,Waste/Garbage,1
6394,6395,Hi guys! I live in Mantri Residency. I called the maintenance team several times but they never took any actions.,Sewage,1
6395,6396,They parked  in the streets,Traffic/Parking,1
6396,6397,Waste through in road sir,Waste/Garbage,1
6397,6398,Clean this place.,Waste/Garbage,1
6398,6399,All people  dumping the waste into this  garbage,Waste/Garbage,1
6399,6400,"Garbage thrown and never cleaned 
",Waste/Garbage,1
6400,6401,The vacant land in front of our house is being used as a garbage dump,Waste/Garbage,1
6401,6402,Garbage thrown and never cleaned,Waste/Garbage,1
6402,6403,All people  dumping the waste into this garbage,Waste/Garbage,1
6403,6404,All  villagers dump the waste into this garbage,Waste/Garbage,1
6404,6405,In my village all rods are damaged,Potholes,1
6405,6406,All people  dumping  the  waste  into  the  garbage,Waste/Garbage,1
6406,6407,"In my area people dumped garbage near poles and bus stop. Do, please take action to clean it.",Waste/Garbage,1
6407,6408,"Air pollution is really harmful.. It can cause cancer, lung diseases, ashtama and many other diseases.. We can therefore try to use public transport rather than using our own vehicles always at road..",Air,1
6408,6409,All people dumping into the waste,Waste/Garbage,1
6409,6410,All people are dumping into the waste,Waste/Garbage,1
6410,6411,Drainage water all over the road,Sewage,1
6411,6412,Clear this which us bear bus stop,Waste/Garbage,1
6412,6413,Clear this as foul smell.,Waste/Garbage,1
6413,6414,Fallen leaves,Waste/Garbage,1
6414,6415,No dustbin in bus station,Waste/Garbage,1
6415,6416,Bit more cleaning required,Waste/Garbage,1
6416,6417,Clear this,Waste/Garbage,1
6417,6418,Bit more needed,Waste/Garbage,1
6418,6419,Vehicles parking on the road,Traffic/Parking,1
6419,6420,there is water logged in the entrance of an apartment near  play school.it gives out a horrible stench. As there is a threat of mosquitoe diseases spreading in this season it must be brought to notice,Water,1
6420,6421,No place to park vehicles,Traffic/Parking,1
6421,6422,No cleaning road,Waste/Garbage,1
6422,6423,No footpath,Potholes,1
6423,6424,In my village all roads are damaged,Water,1
6424,6425,Waiting for bbmp,Waste/Garbage,1
6425,6426,Falling down cables,Streetlights,1
6426,6427,To clean temple,Waste/Garbage,1
6427,6428,Drainage on roads,Sewage,1
6428,6429,There is a lot of garbage being dumped.,Waste/Garbage,1
6429,6430,Please plastic ,Plastic,1
6430,6431,Garbage on the end of West End street has not been cleared since debris from during Cyclone Vardah was dumped way back in 2016. A large number of people reside in this place and this is unhygienic.,Waste/Garbage,1
6431,6432,Saved water,Water,1
6432,6433,"As there is no garbage bin in the street, residents here are forced to dump their waste on the roads. Not only is it unhygienic, it also supports breeding of mosquitoes.",Waste/Garbage,1
6433,6434,Road destroyed.,Waste/Garbage,1
6434,6435,Saved earth,Air,1
6435,6436,Save water,Water,1
6436,6437,Ban plastic botals,Plastic,1
6437,6438,Save environment,Streetlights,1
6438,6439,Stop air pollution,Air,1
6439,6440,Footpath parking,Traffic/Parking,1
6440,6441,No parking,Traffic/Parking,1
6441,6442,Preparing potholes,Potholes,1
6442,6443,Clean garbage,Waste/Garbage,1
6443,6444,Garbages not cleared for more than 15 day,Waste/Garbage,1
6444,6445,"Lots plastic bags , food covers,hotel waste .
Which effect animals ,birds and also human beings.its smells very badly. And waste are increasing day by day. ",Waste/Garbage,1
6445,6446,Road side dustbin,Waste/Garbage,1
6446,6447,Repair more,Potholes,1
6447,6448,Health inspector and bpac researcher  solve the garbge,Waste/Garbage,1
6448,6449,Lot of construction waste is kept unused,Waste/Garbage,1
6449,6450,Construction debris,Waste/Garbage,1
6450,6451,Construction debris and wastes,Waste/Garbage,1
6451,6452,The garbage should be cleared from places.,Waste/Garbage,1
6452,6453,In my village's dust bin is over fill,Waste/Garbage,1
6453,6454,In my village's dust bins are full filled but no one Care's that,Waste/Garbage,1
6454,6455,"It is in the main junction of gopalapuram,",Waste/Garbage,1
6455,6456,No proper footpath,Traffic/Parking,1
6456,6457,Drainage water all Over the road,Sewage,1
6457,6458,Depression  on the foot path leading to waterlogging when it rains,Potholes,1
6458,6459,Open manholes,Potholes,1
6459,6460,Dumping garbage beside the road,Waste/Garbage,1
6460,6461,Garbage dump near footpath,Waste/Garbage,1
6461,6462,No streetlights in the locality,Streetlights,1
6462,6463,"There is a barren land next to a boy's Hostel and people have made it a dump-yard, on top of that cows also feed on it. It is very unhygienic for those staying near it and the cows consuming it",Waste/Garbage,1
6463,6464,Depression in the footpath leading to waterlogging,Water,1
6464,6465,"People just throw the garbage, and the there is a lot of greenery there, so it has a very bad effect on those plants",Waste/Garbage,1
6465,6466,Dumping garbage beside the footpath,Waste/Garbage,1
6466,6467,Cables left on the road,Streetlights,1
6467,6468,The sewer water is overflowing from the drain and the stench is awful. Alot of animals are forced to bring water from this and causing disruption on footpaths.,Water,1
6468,6469,People are dumping wastes in this vacant land. This would lead to animals getting severely ill. The land here in raghavendra layout is being used for dumping wastes which isnt good for the environment,Waste/Garbage,1
6469,6470,"The sewer water flows from this very place at the times of rain, leading to difficult while transportation. This was suppose to be a footpath",Water,1
6470,6471,This area is in front of a residential area and emits a very bad smell. This issue needs to be resolved as stray animals are getting sick because of it and the people living nearby are troubled.,Waste/Garbage,1
6471,6472,"Plastic bags, home waste, garbage near the road which effect the people and animals , birds . ",Waste/Garbage,1
6472,6473,These roads are made and are spoilt because of not good usage of materials and often get spolied,Potholes,1
6473,6474,This plastic are bot collected from the side of the road and are stagnant from a long time,Waste/Garbage,1
6474,6475,"The problem is that, water is over flowing from gatares and despite that this place is near to residences which might be playing vital role in spreading diseases and exploiting the conditions of road.",Water,1
6475,6476,"Just beside the road, many construction items that were supposed to be used for making various pipelines have become a spot for dumping garbage. The garbage makes the footpath very filthy.",Waste/Garbage,1
6476,6477,"Just beside the Ganesha temple, channasandra Main road, there are many wires hanging with open ends. Their metal part is also visible towards their ends. This is a matter of serious concern.",Streetlights,1
6477,6478,"This flooding is due to the breakage of sewage line from Arya hub mall, Hope Farm Circle, Whitefield",Sewage,1
6478,6479,People throw garbage here even though there is a dustbin at a very convenient distance. This is causing the breeding of insects.,Waste/Garbage,1
6479,6480,This a shop. I request that it can be opened at good spot not here.,Traffic/Parking,1
6480,6481,"Slushk during rainy season
Dirtying the place",Waste/Garbage,1
6481,6482,People in my locality dump garbage in vacant areas and this affects the health of people as they suffer from malaria due to the mosquitoes and the animals health is affected as they eat the plastic.,Waste/Garbage,1
6482,6483,The place near roads have been dug and causes decrease in width of road.These are kept open.,Sewage,1
6483,6484,"During monsoon, due to heavy rain water gets flooded under the doddenakundi bridge and many people living on the other side face difficult to go to the other sides like school buses, employees,etc.",Water,1
6484,6485,Residents have been littering this spot for a very long time and this hasn’t been cleaned in a very long time,Waste/Garbage,1
6485,6486,Single use plastic,Plastic,1
6486,6487,The road opposite to marble international centre for close to 40 metres is covered with garbage and open drainage. It gives out foul smell and there is no place for pedestrians to walk!,Waste/Garbage,1
6487,6488,No proper footpath and maintenance,Potholes,1
6488,6489,People do clean this but the local people never stop littering. If we say them not to do this they will literally start shouting at us.,Waste/Garbage,1
6489,6490,"Garbages are dumped in spot pls put garbage bin for use
",Waste/Garbage,1
6490,6491,"Garbages are thrown here
",Waste/Garbage,1
6491,6492,Garbages are thrown here,Waste/Garbage,1
6492,6493,This traffic light has been like this since 2 months.,Streetlights,1
6493,6494,Garbages are thrown here,Waste/Garbage,1
6494,6495,The drainage has been cloged since a long time. Bringing in alot of smell and its on footpath so chances of falling.,Sewage,1
6495,6496,Initially the waste was cleared by a group of enthusiatic youngsters after which the waste got accumulated again.,Waste/Garbage,1
6496,6497,Garbage not cleared,Waste/Garbage,1
6497,6498,Garbages are thrown here,Waste/Garbage,1
6498,6499,Non clearance of garbage,Waste/Garbage,1
6499,6500,Uncleared garbage,Waste/Garbage,1
6500,6501,Garbage dumping on roads,Waste/Garbage,1
6501,6502,Streetlights are not installed near the area where i live. It's very hard to see in the dark and I can only see due to the headlights from vehicles and the moon.,Streetlights,1
6502,6503,Outside the apartment there has been dumping of all types of garbage and there are even many rats and stray dogs .Even after campaigning and reporting there has been no effort taken to stop this.,Waste/Garbage,1
6503,6504,"This problem can turn into a threat. A threat for motorbikers, pedestrians . Due to this the connection of electricity, Wi-Fi, telephone,etc would be distributed.",Streetlights,1
6504,6505,Garbage is the problem while walking on the road,Waste/Garbage,1
6505,6506,Segregation of waste. The wastes that is segregatedby the residents is ultimately dumped all together and not cleared.,Waste/Garbage,1
6506,6507,The drainage pipe sinks a lot that might cause health issues,Sewage,1
6507,6508,In the apartments basement the drainage pipes leak,Sewage,1
6508,6509,In the bio degradable wastes the are some non biodegradable wastes,Waste/Garbage,1
6509,6510,Garbage not thrown into the dustbin but next to it..,Waste/Garbage,1
6510,6511,Air pollution,Air,1
6511,6512,This is the clear cut case of left out garbage which hasn't been picked up by municipality workers. It should be picked up ASAP to avoid spreading of health desiase.,Waste/Garbage,1
6512,6513,Open dumped garbage which hasn't been picked by municipality workers. Please do the needful to promote cleanliness in the surrounding.,Waste/Garbage,1
6513,6514,People are throwing waste outside the dustbin.,Waste/Garbage,1
6514,6515,Water leakage,Water,1
6515,6516,Electrical wires and fibers had been dugg out it may also cause some accident,Potholes,1
6516,6517,Since no street lights are there the pedestrians and the people with cars and bikes might find it difficult to find their way.,Streetlights,1
6517,6518,Sanitation pipe line is open in this area due to which their is bad odur and has become a breeding ground for mosquitoes.,Sewage,1
6518,6519,Traffic causes air pollution and people these days uses cars for only one person .,Air,1
6519,6520,"When trucks park just before ajunction, it leads to a lot of traffic.
The Hope Farm junction in Whitefield, Bangalore is no different. Trucks park just before the junction creating a lot of traffic.",Traffic/Parking,1
6520,6521,"This leads to traffic,bad roads and muddy roads. People reach late to their destinations.",Water,1
6521,6522,No streetlight making the street very dark,Streetlights,1
6522,6523,"Not following traffic rules might lead to accidents. Many people do not follow one way traffic rule. They 
increase traffic and cause a lot of problems.",Air,1
6523,6524,Potholes not only damages vehicle but also cause serious vehicle accidents. Moisture in the pavement freezes during winter with an increase in volume and a consequent decrease in material density. ,Potholes,1
6524,6525,"Nearly six years after it relaxed norms allowing contractors to lift garbage from apartment complexes, 

Bruhat Bengaluru Mahanagara Palike

 (BBMP) has again decided to stop garbage collection .",Waste/Garbage,1
6525,6526,This attracts mosquitoes . There are a lot of dengue fevers in Bangalore. A lot of people have been admitted in hospitals.,Waste/Garbage,1
6526,6527,The wireless.,Sewage,1
6527,6528,Parking on footpath is bad because pedestrians find it difficult to walk. Footpaths are for pedestrians not for vehicles.,Traffic/Parking,1
6528,6529,"Construction waste is dumped on the waste land.
This causes breeding of mosquitos.",Waste/Garbage,1
6529,6530,Dangling or hanging,Streetlights,1
6530,6531,Drainage water logging,Sewage,1
6531,6532,Water stagnent latest update due to 19,Water,1
6532,6533,So much of water logged even after half an hour of a brief rain,Sewage,1
6533,6534,People throwing garbage on the streets so people couldn't walk,Waste/Garbage,1
6534,6535,To make improvementsin the sewage system,Waste/Garbage,1
6535,6536,Lithium cars are being parked on the public road and it occupies around half of  the narrow road causing inconvenience for vehicles to pass by.,Traffic/Parking,1
6536,6537,In front of my house after there is a rain garbage gets scattered over the road and no one comes to clean it until the next day morning.,Waste/Garbage,1
6537,6538,Garbages are thrown here,Waste/Garbage,1
6538,6539,Always when metro lorries come water is getting leaked we should prevent/save this water,Water,1
6539,6540,Many roads have open sewage lines and they not only pollute the roads but  they also make them look very dirty . So we must put them in proper lines and at least cover them up neatly.,Sewage,1
6540,6541,A cement road was in our street for the first time 3-4 months ago. It wasn't done properly and the road isn't flat. So during a rain water gets accumulated and remains for 3 days. Misquotes breed here,Water,1
6541,6542,No garbage bin is in our street resulting the garbage to spread... No action is taken yet! ,Waste/Garbage,1
6542,6543,Water flooding,Water,1
6543,6544,Water logging,Water,1
6544,6545,Garbage,Waste/Garbage,1
6545,6546,Flooding ,Water,1
6546,6547,Garbage dumped on road side entire road for 10 meters full of garbage and pasting very bad smell,Waste/Garbage,1
6547,6548,Garbages are thrown here,Waste/Garbage,1
6548,6549,"There is no proper drainage system of water.
Water gets blocked here. 

",Water,1
6549,6550,Garbages are thrown here,Waste/Garbage,1
6550,6551,Dumping in the overhead bridge in front of Christ,Waste/Garbage,1
6551,6552,People dump garbage here for nearly an year and the BBMP has take no action,Waste/Garbage,1
6552,6553,This has been an issue since 4 months. It troubles the car while turning.,Sewage,1
6553,6554,Garbages are thrown here,Waste/Garbage,1
6554,6555,Garbages are thrown here,Waste/Garbage,1
6555,6556,There is a place not cleared by the cleaning staff for a very long time. There is a big accumulation of garbage.,Waste/Garbage,1
6556,6557,Has I was traveling  there near iskon  there was a sewage pie under repair where there was soo many accidents  taking place,Sewage,1
6557,6558,"This drain overflows during rains.
The sewer flows up on the roads",Sewage,1
6558,6559,There is no separate wet and dry waste dustbins for disposal.,Waste/Garbage,1
6559,6560,Water leakage,Water,1
6560,6561,Platform  tunrs into dump,Waste/Garbage,1
6561,6562,Garbage out  spill,Waste/Garbage,1
6562,6563,Dumping garbage,Waste/Garbage,1
6563,6564,Water on road,Potholes,1
6564,6565,Road side Urinal,Waste/Garbage,1
6565,6566,Dumping garbage disposal may even cause diseases,Waste/Garbage,1
6566,6567,Pot hole,Potholes,1
6567,6568,Pothole,Potholes,1
6568,6569,Pothole,Potholes,1
6569,6570,Broken bin,Waste/Garbage,1
6570,6571,It may cause some accident,Potholes,1
6571,6572,Pothole ,Potholes,1
6572,6573,Water logging,Water,1
6573,6574,Pot hole,Potholes,1
6574,6575,Plastic cover in land for a week.,Waste/Garbage,1
6575,6576,Puddle after rain in road. Mosquitoes formed,Water,1
6576,6577,Garbage under the house is good or bad.,Waste/Garbage,1
6577,6578,The water is getting accumulated in places and breeding of dangerous mosquitoes occurs like dengue and malaria.,Water,1
6578,6579,The dump is very smelly and has high risk of spreading diseases,Waste/Garbage,1
6579,6580,Segrigation of waste is good but it is not to be in the,Waste/Garbage,1
6580,6581,Collect of waste is happening but why wouldn't we give it to cleaning men,Waste/Garbage,1
6581,6582,Why don't we have a proper place to park our vehicles? So we can make a change,Traffic/Parking,1
6582,6583,Garbages are thrown here,Waste/Garbage,1
6583,6584,"The drainage water overflows,, and stinks, people face difficulties in walking... They also go through water borne diseases or they get leg pain.......... Pls help them. ",Water,1
6584,6585,The garbage is just like that dumped on the road and when it rains it is more terrible... People face many difficulties,Waste/Garbage,1
6585,6586,The traffic light in this area is not working properly  because of this everyone moves very fast and so people old people stain to cross the road,Streetlights,1
6586,6587,Road side dustbins should be cleaned,Waste/Garbage,1
6587,6588,"This water has been logging here due to today's early morning heavy rain. When it rains, everytime the water gets collected over here. This is a problem here.",Water,1
6588,6589,Water logs here everytime when it rains. This leads to mosquito breeding here. This will lead to many communicable diseases.,Water,1
6589,6590,Wrong parking makes it difficult for the large vehicles to move in and out of the street,Traffic/Parking,1
6590,6591,Required a big dustbin to recover the separation of wet waste and dry waste to recover the problem,Waste/Garbage,1
6591,6592,Lots and lots of garbage is dumped and the place stinks a lot .,Waste/Garbage,1
6592,6593,Is it God photo of is it a waste on the road,Waste/Garbage,1
6593,6594,""" or """"=""",Waste/Garbage,1
6594,6595,This is a leftout roadside dustbin which is yet to been pick up by the municipality employees. Please do the needful.,Waste/Garbage,1
6595,6596,"Just to loss 5rupees over 5k cars parked on footpath. See how are the people .how idiots are our people. Are alse make the amount of you park on footpath make into 20000 rupees.platform submerged.



",Traffic/Parking,1
6596,6597,This is a picture of garbage dumped in perungudi and th authorities have done nothing about it,Waste/Garbage,1
6597,6598,This is the pic of a dumping of garbage out side the dustbin near my area.,Waste/Garbage,1
6598,6599,Garbage waste outside hostel including waste clothes ,Waste/Garbage,1
6599,6600,"There are dry and wet waste, as well as bottles dumbed on the road",Waste/Garbage,1
6600,6601,"This is a westwater dump that has been in this location for many days there is a stinking smell and there are mosquitoes around it .
It is in a residential area",Waste/Garbage,1
6601,6602,Dumbing waste under a tree in a residential road,Waste/Garbage,1
6602,6603,Lot of water logging and people tend to slip and fall,Water,1
6603,6604,"Plastic waste, food waste etc",Waste/Garbage,1
6604,6605,Wastes and cigarette boxes dumbed under the tree,Waste/Garbage,1
6605,6606,There is a broken pavement and a broken pipe too,Potholes,1
6606,6607,People cannot walk because o these crowded vehicles on the footpath,Traffic/Parking,1
6607,6608,Plastic waste,Waste/Garbage,1
6608,6609,This sewage line has to be repaired as soon as possible. This road is itself very small and many buses moves on this road it will be best if the road is repaired soon,Sewage,1
6609,6610,"Soon start smelling, drainage waste..",Waste/Garbage,1
6610,6611,Waste not picked up by bbmp,Waste/Garbage,1
6611,6612,Waste dumbed in the middle of the road divider,Waste/Garbage,1
6612,6613,"Soon start smelling
Sack full of mixed waste",Waste/Garbage,1
6613,6614,Many garbage dumped in the outside area,Waste/Garbage,1
6614,6615,Sewage blockage by plastic waste,Waste/Garbage,1
6615,6616,Clean the sewage canal in the roads.,Sewage,1
6616,6617,Please clean the  trees and leaves with pictures using more space,Waste/Garbage,1
6617,6618,It is smelly Nd stinky having all kinds of garbage ,Waste/Garbage,1
6618,6619,There is a pit and every  body dumps ot there with heavy smell,Waste/Garbage,1
6619,6620,Smelling,Waste/Garbage,1
6620,6621,Smelling and mixed waste,Waste/Garbage,1
6621,6622,Smelling badly and non segregated wate,Waste/Garbage,1
6622,6623,"The bus stop is broken with extreme garbage and nobody can walk nearby.
Needs immediate action",Waste/Garbage,1
6623,6624,Smelljng and can result in diseases....,Waste/Garbage,1
6624,6625,"Extreme wates with rodents and mosquitoes lined up and heavy smell.
Needs immediate action",Waste/Garbage,1
6625,6626,"People will fall into this at night.
This needs to be fixed.",Potholes,1
6626,6627,Open drainage and smelling garbage,Waste/Garbage,1
6627,6628,This is a major concern for people living around this place and the business office near by. Such dumping sites desolve the beauty of Bangalore city.,Waste/Garbage,1
6628,6629,This potholes are just near to HSBC bank. If eminent person comes to visit such place how bad impression he or she would have on the roads of our city.,Potholes,1
6629,6630,Pothole causing lots of trouble to commuters,Potholes,1
6630,6631,Parking on footpaths really makes a major concern for pedestrian. For them it is very difficult to find space for walking. Such issues may trigger problems like traffic and accidents.,Traffic/Parking,1
6631,6632,Open gutter causing breeding of mosquitoes,Water,1
6632,6633,Garbage dump causing breeding of mosquitoes,Waste/Garbage,1
6633,6634,There is too much of air pollution in the earth already global temperature is rising . So please grow more trees and make it green like the above picture,Air,1
6634,6635,Garbage dump,Waste/Garbage,1
6635,6636,Broken manhole,Potholes,1
6636,6637,This is disgusting to walk during school time and this blocks the road when the road is full......,Waste/Garbage,1
6637,6638,Busy street with out all the street light working,Streetlights,1
6638,6639,Water logging on a busy street,Water,1
6639,6640,Excess of garbage around streets so that animals feeds And lot of disease is infected,Waste/Garbage,1
6640,6641,It is a small area but larger vehicle are coming it is not fair,Air,1
6641,6642,It is a temple but the is a waste near the gate. Is it holy place or a dust place,Waste/Garbage,1
6642,6643,Potholes near my house needs to be fixed,Potholes,1
6643,6644,Air pollution and noose pollution in hope farm,Air,1
6644,6645,The street lights aren't working. It's very tough to walk in the streets which are very dark.,Streetlights,1
6645,6646,The damaged crossbar of an overhead  barricade at the entrance to the bridge across DURAISAMY SUBWAY (t.nagar) was removed a year back. But it has not been replaced and heavy vehicles enter the bridge,Streetlights,1
6646,6647,Garbage dumped in a vacant area very stinky,Waste/Garbage,1
6647,6648,Dumping of garbage in a vacant lot,Waste/Garbage,1
6648,6649,Garbage is dumped on the mud of the beach,Waste/Garbage,1
6649,6650,This vacant lot in our colony as been used as an dumping spot . This garbage dump posses an health hazard to our people staying in our area . I request the authorities to take action against thia,Waste/Garbage,1
6650,6651,Garbage not being cleared is causing the breeding of insects like mosquitoes and flies which is becoming a big problem,Waste/Garbage,1
6651,6652,Plastic is just thrown away just like that and there are many spots like this on the same strech,Waste/Garbage,1
6652,6653,Many street lights have stoped working in our locality,Streetlights,1
6653,6654,Air pollution taking place in Marathahalli outer ring road,Air,1
6654,6655,Garbage dumps which are not cleared for years at this place.  And unfortunately this area is near a school.,Waste/Garbage,1
6655,6656,It is releasing lot of smoke. The whole area is affected by poor air quality,Air,1
6656,6657,Hanging electric wires,Streetlights,1
6657,6658,No segregation and garbage is dumped,Waste/Garbage,1
6658,6659,No segregation of waste,Waste/Garbage,1
6659,6660,This is an footpath. People are not able to use the footpath as there is a large amount of garbage collected here,Waste/Garbage,1
6660,6661,During the morning and evening time there is a huge amount of car present here . These cars cause a lot of air pollution due to staying in one place for a long time.,Air,1
6661,6662,"During the morning and rhe evening there are a lotof cars over here . Due to the cars staying in one place for a long time , a lot of air pollution is caused",Air,1
6662,6663,There are a lot of cycles parked in this place . Due to this the cleaning of the place cannot be done properly.,Waste/Garbage,1
6663,6664,This sewage line overflows during rains.,Sewage,1
6664,6665,Garbage dump,Waste/Garbage,1
6665,6666,Open gutters,Sewage,1
6666,6667,"Dumping by nearby residents, very foul smell observed by the passer-bys, animals (especially cows) feed on it and fall I'll as there are a lot of things that shouldn't be consumed by them",Waste/Garbage,1
6667,6668,This has been left like this of nearly one months.,Potholes,1
6668,6669,Garbage causing foul smell,Waste/Garbage,1
6669,6670,Garbage dump next to a construction site on the transport road,Waste/Garbage,1
6670,6671,Water leakage,Water,1
6671,6672,This heap is right on the main road the people from the slums throw there waste here attracting alot of flies.,Waste/Garbage,1
6672,6673,This is one of the sewer lines which is broken and overflows during the rains,Water,1
6673,6674,Air pollution,Air,1
6674,6675,The lamp post of gopalan grandeur wasn't working,Streetlights,1
6675,6676,This water is coming out of the swimming pool,Water,1
6676,6677,"Plastic generator
",Plastic,1
6677,6678,Garbage should not be thrown on the land.. This pollutes land... Many animals are also affected by this...,Waste/Garbage,1
6678,6679,Water is getting stored in plant pots,Water,1
6679,6680,Garbage in and around roadside dustbins are not cleared regularly... Due to this many people are affected..,Waste/Garbage,1
6680,6681,Garbage is dumped on the roads and many animals are affected due to this... This pollutes the environment...,Waste/Garbage,1
6681,6682,This place was meant for clearance of water during rainy season but this hasn't been maintained.,Water,1
6682,6683,The garbage in houses or not collected regularly.. so people throw garbage on roads.. the land can be used for other purpose..,Waste/Garbage,1
6683,6684,The garage present in the roadside dustbin are not cleared regularly and properly..,Waste/Garbage,1
6684,6685,The garage spilled on the roads are not cleared regularly and properly...,Waste/Garbage,1
6685,6686,Garbage is thrown on the roads and many animals are affected due to this...It should be cleared ASAP..,Waste/Garbage,1
6686,6687,This vacant lot in  posses an health hazard for our people because this land has turned into an garbage dumpbecause of this there are many problems like dengue and I request authorities to take action,Waste/Garbage,1
6687,6688,This building waste in our locality posses an health hazard to our people as well as other problems like water stagnation mosquito breeding and etc . I request the authorities to take necessary action,Waste/Garbage,1
6688,6689,Road,Waste/Garbage,1
6689,6690,Ww must clean garbage which is to smelly,Waste/Garbage,1
6690,6691,If it rains the water from the rooftop is let to go and it floods so there is no rainwater harvesting done in any where.,Water,1
6691,6692,Not segregated waste soon start smelling,Waste/Garbage,1
6692,6693,Stone and plastic waste,Waste/Garbage,1
6693,6694,Smelling too much,Waste/Garbage,1
6694,6695,Construction waste,Waste/Garbage,1
6695,6696,More vehicles are so congested to walk in the footpath,Traffic/Parking,1
6696,6697,There are wires thrown on the road carelessly.,Streetlights,1
6697,6698,There are many vehicles(as shown in the picture above) which are parked carelessly on the public road not allowing any other vehicle to pass by.,Traffic/Parking,1
6698,6699,There are wires thrown on the road carelessly near the narrow graphite road.,Streetlights,1
6699,6700,There are hardly any footpaths in Bangalore which are being used as parking slots for vehicles.,Traffic/Parking,1
6700,6701,The vehicles as seen in the picture have taken the space on the road not allowing any other vehicle to pass by.,Traffic/Parking,1
6701,6702,There are hardly any footpaths in Bangalore out of which the existing ones are being used as parking slots.,Traffic/Parking,1
6702,6703,Wires are thrown carelessly by the road.,Streetlights,1
6703,6704,"The stagnant water has become the residential area for mosquitoes which spread diseases like malaria, dengue   etc.So kindly look into the problem and solve it as soon as possible.",Water,1
6704,6705,Vehicles are being wrongly parked on the narrow roads not allowing any other vehicle to pass by.,Traffic/Parking,1
6705,6706,The garbage has been dumped near the roadside for nearly 10 days. Kindly take necessary action to clear the garbage dump as soon as possible.,Waste/Garbage,1
6706,6707,their is more leakagein this area,Water,1
6707,6708,their is more garbage ,Waste/Garbage,1
6708,6709,"Clear those....

",Waste/Garbage,1
6709,6710,"Please clean this...
",Waste/Garbage,1
6710,6711,Accidents are happening bcoz of this pothole please fix it...,Potholes,1
6711,6712,Accidents....,Potholes,1
6712,6713,Waste not picked up from the road ride,Waste/Garbage,1
6713,6714,Mm... accidents happen here..,Potholes,1
6714,6715,Left open,Potholes,1
6715,6716,Danger,Streetlights,1
6716,6717,Parking on footpaths,Traffic/Parking,1
6717,6718,Road side dustbin,Waste/Garbage,1
6718,6719,It us a footpath near christ University.,Potholes,1
6719,6720,Wrong parking,Traffic/Parking,1
6720,6721,"This is near my house.due to rain water is constantly logging, even the soil cannot absorb. mosquitoes are breeding in it.we are facing many problems.please take any action.",Water,1
6721,6722,When people try to push through traffic it causes a deadlock. In this type of traffic no car can move forward and the traffic will continue as more vehicles come in.,Traffic/Parking,1
6722,6723,More people ar putting  waste backside our house and no air so smelly,Waste/Garbage,1
6723,6724,Roads are damaged leading to traffic and accidents. This must be fixed soon as it is very dangerous.,Potholes,1
6724,6725,"There were garbage bags and dirt all around the area including flower , cloth waste.",Waste/Garbage,1
6725,6726,Mixed Garbage smelling badly,Waste/Garbage,1
6726,6727,A lot plastic and wet waste filled with flies and it's smelling alot.,Waste/Garbage,1
6727,6728,Waste dumbed on roadside,Waste/Garbage,1
6728,6729,Smelling,Waste/Garbage,1
6729,6730,There is a sewage track on the Chennai bypass road. But the dumping of water takes place all the time and the lorry drivers pay money and dump the sewage all day even when there is traffic.,Sewage,1
6730,6731,In my area water taps are leaking because of this issue 60 litres of water is wasted ,Water,1
6731,6732,There is a sewage track on the Chennai bypass road. But the dumping of water takes place all the time and the lorry drivers pay money and dump the sewage all day even when there is traffic.,Sewage,1
6732,6733,"People are not harvesting water in some places . 
People can harvest water 
We should not waste water 
Water should be saved 
If water is not their we cannot live 
Water is very important",Water,1
6733,6734,We are not able to walk or ride vehicles in this flood,Water,1
6734,6735,Dumping of garbage in vaccant places contribute towards a lot of health issues. Both the humans and animals are affected. It becomes the feeding ground for flies which causes water borne diseases . ,Waste/Garbage,1
6735,6736,As you can see in the figure a car has not been parked correctly. We should stop this . As a result there is no room for the pedestrians to even walk .,Traffic/Parking,1
6736,6737,Everyday we walk past these roads and dump garbage. It is not even cleaned by the authorities.,Waste/Garbage,1
6737,6738,"MOre dust leads me pollution in our are
a and moreosguitoes and insects",Waste/Garbage,1
6738,6739,More dumped,Waste/Garbage,1
6739,6740,Water flooding unable to walk,Water,1
6740,6741,Don't do this any more.,Waste/Garbage,1
6741,6742,The garbage is being dumped in these places.,Waste/Garbage,1
6742,6743,Potholes,Potholes,1
6743,6744,"Excess of garbage Along the way 
To be cleared",Waste/Garbage,1
6744,6745,I was going in a car to pondy bazaar while it started raining.we passed by  a flyover. Lots of rainwater from the flyover was just falling.thus water is still not being saved even though we get rain.,Water,1
6745,6746,People are throwing the waste in land,Waste/Garbage,1
6746,6747,People are throwing the plastic in roads and lands,Waste/Garbage,1
6747,6748,People are parking cars on wrong place,Traffic/Parking,1
6748,6749,In my village man hole are really very dangerous all are damaged,Potholes,1
6749,6750,There is lot of garbage disposed in a vacant lot in front of my residencial area.,Waste/Garbage,1
6750,6751,This heap is here since 3 months and no authority is cleaning it,Waste/Garbage,1
